DeviceSerialNumber,SensorType,Unit,Status,Date,Value
CA21101009-03,Velocity,m/s,Good,2021-12-01T0:35,1
CA21101008-02,Light,Lux,Good,2021-12-01T0:35,557
CA21101008-02,Velocity,m/s,Good,2021-12-01T0:35,0
CA21101009-03,TVOC,ppm,Good,2021-12-01T0:35,30
CA21101009-03,Humidity,%,Good,2021-12-01T0:35,74
CA21101008-02,Temperature,oC,Good,2021-12-01T0:35,26
CA21101009-03,Temperature,oC,Good,2021-12-01T0:35,26
CA21101008-02,pH,pH,Good,2021-12-01T0:35,5
CA21101010-04,TVOC,ppm,Good,2021-12-01T0:35,35
CA21101010-04,Humidity,%,Good,2021-12-01T0:35,74
CA21101010-04,Light,Lux,Good,2021-12-01T0:35,498
CA21101010-04,pH,pH,Good,2021-12-01T0:35,8
CA21101010-04,Velocity,m/s,Good,2021-12-01T0:35,0
CA21101009-03,pH,pH,Good,2021-12-01T0:35,7
CA21101010-04,Temperature,oC,Good,2021-12-01T0:35,26
CA21101009-03,Light,Lux,Good,2021-12-01T0:35,498
CA21101011-05,Humidity,%,Good,2021-12-01T0:35,71
CA21101011-05,Temperature,oC,Good,2021-12-01T0:35,26
CA21101012-06,Humidity,%,Good,2021-12-01T0:35,71
CA21101011-05,TVOC,ppm,Good,2021-12-01T0:35,39
CA21101011-05,Light,Lux,Good,2021-12-01T0:35,467
CA21101011-05,pH,pH,Good,2021-12-01T0:35,6
CA21101012-06,pH,pH,Good,2021-12-01T0:35,6
CA21101012-06,Temperature,oC,Good,2021-12-01T0:35,26
CA21101011-05,Velocity,m/s,Good,2021-12-01T0:35,0
CA21101012-06,Light,Lux,Good,2021-12-01T0:35,374
CA21101012-06,TVOC,ppm,Good,2021-12-01T0:35,49
CA21101012-06,Velocity,m/s,Good,2021-12-01T0:35,0
FH21101006,Humidity,%,Good,2021-12-01T0:40,70
FH21101005,TVOC,ppm,Good,2021-12-01T0:40,61
FH21101005,Humidity,%,Good,2021-12-01T0:40,72
FH21101005,Velocity,m/s,Good,2021-12-01T0:40,0
FH21101006,TVOC,ppm,Good,2021-12-01T0:40,41
FH21101005,Temperature,oC,Good,2021-12-01T0:40,25
FH21101005,Light,Lux,Good,2021-12-01T0:40,472
FH21101005,pH,pH,Good,2021-12-01T0:40,6
FH21101006,Temperature,oC,Good,2021-12-01T0:40,26
FH21101006,Velocity,m/s,Good,2021-12-01T0:40,1
FH21101007,Light,Lux,Good,2021-12-01T0:40,533
FH21101007,TVOC,ppm,Good,2021-12-01T0:40,41
FH21101007,Temperature,oC,Good,2021-12-01T0:40,26
FH21101008,Temperature,oC,Good,2021-12-01T0:40,27
FH21101007,pH,pH,Good,2021-12-01T0:40,6
FH21101007,Humidity,%,Good,2021-12-01T0:40,73
FH21101006,pH,pH,Good,2021-12-01T0:40,8
FH21101007,Velocity,m/s,Good,2021-12-01T0:40,1
FH21101006,Light,Lux,Good,2021-12-01T0:40,350
FH21101008,Humidity,%,Good,2021-12-01T0:40,75
FH21101008,Light,Lux,Good,2021-12-01T0:40,384
CA21101007-01,Temperature,oC,Good,2021-12-01T0:40,25
FH21101008,pH,pH,Good,2021-12-01T0:40,6
CA21101007-01,Humidity,%,Good,2021-12-01T0:40,70
FH21101008,Velocity,m/s,Good,2021-12-01T0:40,0
FH21101008,TVOC,ppm,Good,2021-12-01T0:40,50
CA21101007-01,Velocity,m/s,Good,2021-12-01T0:40,0
CA21101007-01,TVOC,ppm,Good,2021-12-01T0:40,40
CA21101007-01,Light,Lux,Good,2021-12-01T0:40,503
CA21101007-01,pH,pH,Good,2021-12-01T0:40,8
CA21101008-02,TVOC,ppm,Good,2021-12-01T0:40,56
CA21101009-03,Velocity,m/s,Good,2021-12-01T0:40,0
CA21101008-02,Light,Lux,Good,2021-12-01T0:40,454
CA21101008-02,Humidity,%,Good,2021-12-01T0:40,69
CA21101009-03,Humidity,%,Good,2021-12-01T0:40,74
CA21101008-02,pH,pH,Good,2021-12-01T0:40,8
CA21101008-02,Velocity,m/s,Good,2021-12-01T0:40,0
CA21101009-03,TVOC,ppm,Good,2021-12-01T0:40,50
CA21101009-03,Temperature,oC,Good,2021-12-01T0:40,25
CA21101008-02,Temperature,oC,Good,2021-12-01T0:40,26
CA21101009-03,Light,Lux,Good,2021-12-01T0:40,413
CA21101010-04,TVOC,ppm,Good,2021-12-01T0:40,49
CA21101010-04,Velocity,m/s,Good,2021-12-01T0:40,1
CA21101010-04,Humidity,%,Good,2021-12-01T0:40,70
CA21101011-05,Temperature,oC,Good,2021-12-01T0:40,26
CA21101010-04,pH,pH,Good,2021-12-01T0:40,6
CA21101010-04,Light,Lux,Good,2021-12-01T0:40,316
CA21101011-05,Humidity,%,Good,2021-12-01T0:40,73
CA21101010-04,Temperature,oC,Good,2021-12-01T0:40,26
CA21101009-03,pH,pH,Good,2021-12-01T0:40,6
CA21101012-06,TVOC,ppm,Good,2021-12-01T0:40,56
CA21101011-05,Velocity,m/s,Good,2021-12-01T0:40,0
CA21101012-06,Light,Lux,Good,2021-12-01T0:40,406
CA21101011-05,pH,pH,Good,2021-12-01T0:40,8
CA21101012-06,Humidity,%,Good,2021-12-01T0:40,74
CA21101012-06,Temperature,oC,Good,2021-12-01T0:40,26
CA21101012-06,pH,pH,Good,2021-12-01T0:40,6
CA21101011-05,TVOC,ppm,Good,2021-12-01T0:40,32
CA21101011-05,Light,Lux,Good,2021-12-01T0:40,578
CA21101012-06,Velocity,m/s,Good,2021-12-01T0:40,0
FH21101005,Temperature,oC,Good,2021-12-01T0:45,25
FH21101006,Temperature,oC,Good,2021-12-01T0:45,25
FH21101005,Light,Lux,Good,2021-12-01T0:45,328
FH21101006,Velocity,m/s,Good,2021-12-01T0:45,0
FH21101005,TVOC,ppm,Good,2021-12-01T0:45,55
FH21101006,Humidity,%,Good,2021-12-01T0:45,72
FH21101006,TVOC,ppm,Good,2021-12-01T0:45,24
FH21101005,Velocity,m/s,Good,2021-12-01T0:45,1
FH21101005,Humidity,%,Good,2021-12-01T0:45,70
FH21101005,pH,pH,Good,2021-12-01T0:45,6
FH21101008,Humidity,%,Good,2021-12-01T0:45,72
FH21101007,Velocity,m/s,Good,2021-12-01T0:45,0
FH21101007,TVOC,ppm,Good,2021-12-01T0:45,52
FH21101007,Temperature,oC,Good,2021-12-01T0:45,27
FH21101006,Light,Lux,Good,2021-12-01T0:45,402
FH21101007,Light,Lux,Good,2021-12-01T0:45,382
FH21101006,pH,pH,Good,2021-12-01T0:45,6
FH21101007,Humidity,%,Good,2021-12-01T0:45,72
FH21101008,Temperature,oC,Good,2021-12-01T0:45,26
FH21101007,pH,pH,Good,2021-12-01T0:45,6
CA21101007-01,Velocity,m/s,Good,2021-12-01T0:45,0
FH21101008,pH,pH,Good,2021-12-01T0:45,8
CA21101007-01,Temperature,oC,Good,2021-12-01T0:45,26
CA21101007-01,Light,Lux,Good,2021-12-01T0:45,520
CA21101007-01,pH,pH,Good,2021-12-01T0:45,8
CA21101007-01,TVOC,ppm,Good,2021-12-01T0:45,38
FH21101008,Velocity,m/s,Good,2021-12-01T0:45,0
FH21101008,Light,Lux,Good,2021-12-01T0:45,541
CA21101007-01,Humidity,%,Good,2021-12-01T0:45,72
FH21101008,TVOC,ppm,Good,2021-12-01T0:45,32
CA21101008-02,Humidity,%,Good,2021-12-01T0:45,73
CA21101008-02,TVOC,ppm,Good,2021-12-01T0:45,39
CA21101008-02,Velocity,m/s,Good,2021-12-01T0:45,0
CA21101008-02,Temperature,oC,Good,2021-12-01T0:45,27
CA21101008-02,pH,pH,Good,2021-12-01T0:45,7
CA21101009-03,Velocity,m/s,Good,2021-12-01T0:45,0
CA21101009-03,Temperature,oC,Good,2021-12-01T0:45,26
CA21101009-03,Humidity,%,Good,2021-12-01T0:45,69
CA21101008-02,Light,Lux,Good,2021-12-01T0:45,447
CA21101009-03,TVOC,ppm,Good,2021-12-01T0:45,27
CA21101010-04,TVOC,ppm,Good,2021-12-01T0:45,31
CA21101010-04,Velocity,m/s,Good,2021-12-01T0:45,1
CA21101010-04,Humidity,%,Good,2021-12-01T0:45,73
CA21101011-05,Temperature,oC,Good,2021-12-01T0:45,26
CA21101010-04,Temperature,oC,Good,2021-12-01T0:45,27
CA21101009-03,pH,pH,Good,2021-12-01T0:45,6
CA21101009-03,Light,Lux,Good,2021-12-01T0:45,446
CA21101010-04,pH,pH,Good,2021-12-01T0:45,5
CA21101011-05,Humidity,%,Good,2021-12-01T0:45,69
CA21101010-04,Light,Lux,Good,2021-12-01T0:45,580
CA21101012-06,Temperature,oC,Good,2021-12-01T0:45,26
CA21101012-06,TVOC,ppm,Good,2021-12-01T0:45,60
CA21101011-05,pH,pH,Good,2021-12-01T0:45,5
CA21101011-05,TVOC,ppm,Good,2021-12-01T0:45,58
CA21101012-06,pH,pH,Good,2021-12-01T0:45,8
CA21101012-06,Humidity,%,Good,2021-12-01T0:45,73
CA21101011-05,Light,Lux,Good,2021-12-01T0:45,505
CA21101012-06,Light,Lux,Good,2021-12-01T0:45,468
CA21101011-05,Velocity,m/s,Good,2021-12-01T0:45,1
CA21101012-06,Velocity,m/s,Good,2021-12-01T0:45,1
FH21101005,pH,pH,Good,2021-12-01T0:50,7
FH21101006,Velocity,m/s,Good,2021-12-01T0:50,1
FH21101005,Velocity,m/s,Good,2021-12-01T0:50,1
FH21101005,Light,Lux,Good,2021-12-01T0:50,452
FH21101006,Humidity,%,Good,2021-12-01T0:50,73
FH21101006,TVOC,ppm,Good,2021-12-01T0:50,36
FH21101006,Temperature,oC,Good,2021-12-01T0:50,26
FH21101005,TVOC,ppm,Good,2021-12-01T0:50,30
FH21101005,Temperature,oC,Good,2021-12-01T0:50,25
FH21101005,Humidity,%,Good,2021-12-01T0:50,72
FH21101008,Humidity,%,Good,2021-12-01T0:50,69
FH21101007,TVOC,ppm,Good,2021-12-01T0:50,46
FH21101006,Light,Lux,Good,2021-12-01T0:50,498
FH21101007,Humidity,%,Good,2021-12-01T0:50,72
FH21101007,Velocity,m/s,Good,2021-12-01T0:50,1
FH21101007,Light,Lux,Good,2021-12-01T0:50,384
FH21101007,pH,pH,Good,2021-12-01T0:50,7
FH21101006,pH,pH,Good,2021-12-01T0:50,8
FH21101008,Temperature,oC,Good,2021-12-01T0:50,25
FH21101007,Temperature,oC,Good,2021-12-01T0:50,27
CA21101007-01,Temperature,oC,Good,2021-12-01T0:50,27
CA21101007-01,Humidity,%,Good,2021-12-01T0:50,74
CA21101007-01,TVOC,ppm,Good,2021-12-01T0:50,59
CA21101007-01,Velocity,m/s,Good,2021-12-01T0:50,1
FH21101008,pH,pH,Good,2021-12-01T0:50,8
FH21101008,TVOC,ppm,Good,2021-12-01T0:50,53
CA21101007-01,pH,pH,Good,2021-12-01T0:50,7
CA21101007-01,Light,Lux,Good,2021-12-01T0:50,320
FH21101008,Light,Lux,Good,2021-12-01T0:50,596
FH21101008,Velocity,m/s,Good,2021-12-01T0:50,0
CA21101008-02,Humidity,%,Good,2021-12-01T0:50,71
CA21101008-02,Temperature,oC,Good,2021-12-01T0:50,25
CA21101009-03,Humidity,%,Good,2021-12-01T0:50,74
CA21101008-02,TVOC,ppm,Good,2021-12-01T0:50,43
CA21101008-02,pH,pH,Good,2021-12-01T0:50,5
CA21101009-03,TVOC,ppm,Good,2021-12-01T0:50,31
CA21101008-02,Velocity,m/s,Good,2021-12-01T0:50,1
CA21101008-02,Light,Lux,Good,2021-12-01T0:50,563
CA21101009-03,Temperature,oC,Good,2021-12-01T0:50,26
CA21101009-03,Velocity,m/s,Good,2021-12-01T0:50,0
CA21101010-04,TVOC,ppm,Good,2021-12-01T0:50,48
CA21101009-03,Light,Lux,Good,2021-12-01T0:50,494
CA21101010-04,Humidity,%,Good,2021-12-01T0:50,68
CA21101009-03,pH,pH,Good,2021-12-01T0:50,7
CA21101010-04,Temperature,oC,Good,2021-12-01T0:50,25
CA21101011-05,Humidity,%,Good,2021-12-01T0:50,68
CA21101011-05,Temperature,oC,Good,2021-12-01T0:50,26
CA21101010-04,Light,Lux,Good,2021-12-01T0:50,529
CA21101010-04,Velocity,m/s,Good,2021-12-01T0:50,0
CA21101010-04,pH,pH,Good,2021-12-01T0:50,6
CA21101011-05,Velocity,m/s,Good,2021-12-01T0:50,0
CA21101012-06,pH,pH,Good,2021-12-01T0:50,6
CA21101012-06,Temperature,oC,Good,2021-12-01T0:50,27
CA21101011-05,Light,Lux,Good,2021-12-01T0:50,347
CA21101012-06,Light,Lux,Good,2021-12-01T0:50,549
CA21101012-06,Humidity,%,Good,2021-12-01T0:50,73
CA21101012-06,TVOC,ppm,Good,2021-12-01T0:50,50
CA21101011-05,TVOC,ppm,Good,2021-12-01T0:50,61
CA21101012-06,Velocity,m/s,Good,2021-12-01T0:50,1
CA21101011-05,pH,pH,Good,2021-12-01T0:50,8
FH21101006,Velocity,m/s,Good,2021-12-01T0:55,1
FH21101005,Velocity,m/s,Good,2021-12-01T0:55,1
FH21101005,Humidity,%,Good,2021-12-01T0:55,69
FH21101005,pH,pH,Good,2021-12-01T0:55,6
FH21101006,Temperature,oC,Good,2021-12-01T0:55,26
FH21101005,Temperature,oC,Good,2021-12-01T0:55,26
FH21101005,TVOC,ppm,Good,2021-12-01T0:55,54
FH21101005,Light,Lux,Good,2021-12-01T0:55,380
FH21101006,Humidity,%,Good,2021-12-01T0:55,73
FH21101006,TVOC,ppm,Good,2021-12-01T0:55,27
FH21101008,Humidity,%,Good,2021-12-01T0:55,71
FH21101007,pH,pH,Good,2021-12-01T0:55,6
FH21101007,Humidity,%,Good,2021-12-01T0:55,71
FH21101007,Light,Lux,Good,2021-12-01T0:55,435
FH21101008,Temperature,oC,Good,2021-12-01T0:55,26
FH21101006,Light,Lux,Good,2021-12-01T0:55,497
FH21101007,Temperature,oC,Good,2021-12-01T0:55,26
FH21101006,pH,pH,Good,2021-12-01T0:55,8
FH21101007,TVOC,ppm,Good,2021-12-01T0:55,27
FH21101007,Velocity,m/s,Good,2021-12-01T0:55,0
CA21101007-01,Humidity,%,Good,2021-12-01T0:55,72
CA21101007-01,Velocity,m/s,Good,2021-12-01T0:55,1
CA21101007-01,Temperature,oC,Good,2021-12-01T0:55,26
FH21101008,pH,pH,Good,2021-12-01T0:55,6
CA21101007-01,TVOC,ppm,Good,2021-12-01T0:55,61
FH21101008,TVOC,ppm,Good,2021-12-01T0:55,60
FH21101008,Velocity,m/s,Good,2021-12-01T0:55,0
CA21101007-01,Light,Lux,Good,2021-12-01T0:55,464
CA21101007-01,pH,pH,Good,2021-12-01T0:55,6
FH21101008,Light,Lux,Good,2021-12-01T0:55,502
CA21101009-03,Temperature,oC,Good,2021-12-01T0:55,26
CA21101008-02,Humidity,%,Good,2021-12-01T0:55,71
CA21101009-03,Velocity,m/s,Good,2021-12-01T0:55,0
CA21101008-02,pH,pH,Good,2021-12-01T0:55,7
CA21101009-03,TVOC,ppm,Good,2021-12-01T0:55,60
CA21101008-02,Velocity,m/s,Good,2021-12-01T0:55,1
CA21101009-03,Humidity,%,Good,2021-12-01T0:55,70
CA21101008-02,TVOC,ppm,Good,2021-12-01T0:55,40
CA21101008-02,Light,Lux,Good,2021-12-01T0:55,579
CA21101008-02,Temperature,oC,Good,2021-12-01T0:55,25
CA21101009-03,pH,pH,Good,2021-12-01T0:55,7
CA21101010-04,Humidity,%,Good,2021-12-01T0:55,74
CA21101010-04,TVOC,ppm,Good,2021-12-01T0:55,53
CA21101011-05,Temperature,oC,Good,2021-12-01T0:55,26
CA21101010-04,Light,Lux,Good,2021-12-01T0:55,498
CA21101010-04,Temperature,oC,Good,2021-12-01T0:55,25
CA21101010-04,Velocity,m/s,Good,2021-12-01T0:55,1
CA21101011-05,Humidity,%,Good,2021-12-01T0:55,74
CA21101010-04,pH,pH,Good,2021-12-01T0:55,8
CA21101009-03,Light,Lux,Good,2021-12-01T0:55,503
CA21101011-05,Light,Lux,Good,2021-12-01T0:55,489
CA21101011-05,Velocity,m/s,Good,2021-12-01T0:55,0
CA21101012-06,Light,Lux,Good,2021-12-01T0:55,514
CA21101011-05,pH,pH,Good,2021-12-01T0:55,6
CA21101012-06,Temperature,oC,Good,2021-12-01T0:55,26
CA21101012-06,pH,pH,Good,2021-12-01T0:55,7
CA21101012-06,Velocity,m/s,Good,2021-12-01T0:55,1
CA21101012-06,Humidity,%,Good,2021-12-01T0:55,71
CA21101011-05,TVOC,ppm,Good,2021-12-01T0:55,60
CA21101012-06,TVOC,ppm,Good,2021-12-01T0:55,44
FH21101005,Light,Lux,Good,2021-12-01T1:00,541
FH21101006,Humidity,%,Good,2021-12-01T1:00,69
FH21101005,Humidity,%,Good,2021-12-01T1:00,74
FH21101005,TVOC,ppm,Good,2021-12-01T1:00,53
FH21101006,Temperature,oC,Good,2021-12-01T1:00,26
FH21101005,Velocity,m/s,Good,2021-12-01T1:00,0
FH21101006,TVOC,ppm,Good,2021-12-01T1:00,55
FH21101006,Velocity,m/s,Good,2021-12-01T1:00,1
FH21101005,Temperature,oC,Good,2021-12-01T1:00,25
FH21101005,pH,pH,Good,2021-12-01T1:00,5
FH21101008,Humidity,%,Good,2021-12-01T1:00,75
FH21101006,pH,pH,Good,2021-12-01T1:00,8
FH21101007,Temperature,oC,Good,2021-12-01T1:00,26
FH21101007,pH,pH,Good,2021-12-01T1:00,8
FH21101007,Humidity,%,Good,2021-12-01T1:00,74
FH21101008,Temperature,oC,Good,2021-12-01T1:00,26
FH21101007,Velocity,m/s,Good,2021-12-01T1:00,1
FH21101006,Light,Lux,Good,2021-12-01T1:00,465
FH21101007,Light,Lux,Good,2021-12-01T1:00,396
FH21101007,TVOC,ppm,Good,2021-12-01T1:00,58
FH21101008,pH,pH,Good,2021-12-01T1:00,6
CA21101007-01,Humidity,%,Good,2021-12-01T1:00,73
CA21101007-01,pH,pH,Good,2021-12-01T1:00,6
CA21101007-01,TVOC,ppm,Good,2021-12-01T1:00,40
FH21101008,TVOC,ppm,Good,2021-12-01T1:00,59
CA21101007-01,Light,Lux,Good,2021-12-01T1:00,381
FH21101008,Velocity,m/s,Good,2021-12-01T1:00,0
CA21101007-01,Velocity,m/s,Good,2021-12-01T1:00,1
FH21101008,Light,Lux,Good,2021-12-01T1:00,389
CA21101007-01,Temperature,oC,Good,2021-12-01T1:00,27
CA21101008-02,Velocity,m/s,Good,2021-12-01T1:00,1
CA21101009-03,TVOC,ppm,Good,2021-12-01T1:00,26
CA21101009-03,Temperature,oC,Good,2021-12-01T1:00,26
CA21101009-03,Humidity,%,Good,2021-12-01T1:00,68
CA21101008-02,Temperature,oC,Good,2021-12-01T1:00,26
CA21101008-02,TVOC,ppm,Good,2021-12-01T1:00,58
CA21101008-02,Light,Lux,Good,2021-12-01T1:00,329
CA21101009-03,Velocity,m/s,Good,2021-12-01T1:00,1
CA21101008-02,pH,pH,Good,2021-12-01T1:00,7
CA21101008-02,Humidity,%,Good,2021-12-01T1:00,71
CA21101011-05,Humidity,%,Good,2021-12-01T1:00,71
CA21101010-04,Temperature,oC,Good,2021-12-01T1:00,25
CA21101010-04,Velocity,m/s,Good,2021-12-01T1:00,1
CA21101010-04,pH,pH,Good,2021-12-01T1:00,5
CA21101009-03,pH,pH,Good,2021-12-01T1:00,6
CA21101009-03,Light,Lux,Good,2021-12-01T1:00,453
CA21101010-04,Light,Lux,Good,2021-12-01T1:00,445
CA21101010-04,Humidity,%,Good,2021-12-01T1:00,73
CA21101010-04,TVOC,ppm,Good,2021-12-01T1:00,48
CA21101011-05,Temperature,oC,Good,2021-12-01T1:00,25
CA21101012-06,TVOC,ppm,Good,2021-12-01T1:00,38
CA21101012-06,Humidity,%,Good,2021-12-01T1:00,69
CA21101011-05,Light,Lux,Good,2021-12-01T1:00,374
CA21101012-06,Temperature,oC,Good,2021-12-01T1:00,26
CA21101012-06,Velocity,m/s,Good,2021-12-01T1:00,1
CA21101011-05,pH,pH,Good,2021-12-01T1:00,7
CA21101012-06,Light,Lux,Good,2021-12-01T1:00,563
CA21101011-05,TVOC,ppm,Good,2021-12-01T1:00,40
CA21101011-05,Velocity,m/s,Good,2021-12-01T1:00,1
CA21101012-06,pH,pH,Good,2021-12-01T1:00,6
FH21101005,TVOC,ppm,Good,2021-12-01T1:05,60
FH21101006,TVOC,ppm,Good,2021-12-01T1:05,55
FH21101005,Humidity,%,Good,2021-12-01T1:05,70
FH21101006,Velocity,m/s,Good,2021-12-01T1:05,1
FH21101005,Velocity,m/s,Good,2021-12-01T1:05,1
FH21101005,Light,Lux,Good,2021-12-01T1:05,350
FH21101006,Temperature,oC,Good,2021-12-01T1:05,27
FH21101005,Temperature,oC,Good,2021-12-01T1:05,25
FH21101006,Humidity,%,Good,2021-12-01T1:05,70
FH21101005,pH,pH,Good,2021-12-01T1:05,5
FH21101007,Velocity,m/s,Good,2021-12-01T1:05,0
FH21101007,Humidity,%,Good,2021-12-01T1:05,75
FH21101007,TVOC,ppm,Good,2021-12-01T1:05,50
FH21101006,pH,pH,Good,2021-12-01T1:05,7
FH21101008,Temperature,oC,Good,2021-12-01T1:05,25
FH21101008,Humidity,%,Good,2021-12-01T1:05,68
FH21101007,Light,Lux,Good,2021-12-01T1:05,461
FH21101007,pH,pH,Good,2021-12-01T1:05,6
FH21101007,Temperature,oC,Good,2021-12-01T1:05,27
FH21101006,Light,Lux,Good,2021-12-01T1:05,443
CA21101007-01,Humidity,%,Good,2021-12-01T1:05,73
FH21101008,TVOC,ppm,Good,2021-12-01T1:05,46
CA21101007-01,Temperature,oC,Good,2021-12-01T1:05,25
CA21101007-01,pH,pH,Good,2021-12-01T1:05,6
FH21101008,Velocity,m/s,Good,2021-12-01T1:05,0
CA21101007-01,Velocity,m/s,Good,2021-12-01T1:05,1
CA21101007-01,TVOC,ppm,Good,2021-12-01T1:05,52
FH21101008,pH,pH,Good,2021-12-01T1:05,7
CA21101007-01,Light,Lux,Good,2021-12-01T1:05,452
FH21101008,Light,Lux,Good,2021-12-01T1:05,396
CA21101009-03,Temperature,oC,Good,2021-12-01T1:05,27
CA21101008-02,Humidity,%,Good,2021-12-01T1:05,74
CA21101008-02,TVOC,ppm,Good,2021-12-01T1:05,26
CA21101008-02,Light,Lux,Good,2021-12-01T1:05,588
CA21101008-02,Temperature,oC,Good,2021-12-01T1:05,26
CA21101009-03,TVOC,ppm,Good,2021-12-01T1:05,40
CA21101009-03,Velocity,m/s,Good,2021-12-01T1:05,0
CA21101008-02,pH,pH,Good,2021-12-01T1:05,6
CA21101009-03,Humidity,%,Good,2021-12-01T1:05,72
CA21101008-02,Velocity,m/s,Good,2021-12-01T1:05,0
CA21101010-04,Temperature,oC,Good,2021-12-01T1:05,25
CA21101010-04,Humidity,%,Good,2021-12-01T1:05,70
CA21101010-04,Light,Lux,Good,2021-12-01T1:05,430
CA21101009-03,Light,Lux,Good,2021-12-01T1:05,325
CA21101009-03,pH,pH,Good,2021-12-01T1:05,7
CA21101010-04,TVOC,ppm,Good,2021-12-01T1:05,52
CA21101010-04,Velocity,m/s,Good,2021-12-01T1:05,1
CA21101010-04,pH,pH,Good,2021-12-01T1:05,5
CA21101011-05,Humidity,%,Good,2021-12-01T1:05,70
CA21101011-05,Temperature,oC,Good,2021-12-01T1:05,25
CA21101011-05,Velocity,m/s,Good,2021-12-01T1:05,1
CA21101012-06,pH,pH,Good,2021-12-01T1:05,7
CA21101012-06,Light,Lux,Good,2021-12-01T1:05,584
CA21101011-05,Light,Lux,Good,2021-12-01T1:05,576
CA21101011-05,TVOC,ppm,Good,2021-12-01T1:05,31
CA21101011-05,pH,pH,Good,2021-12-01T1:05,6
CA21101012-06,Velocity,m/s,Good,2021-12-01T1:05,1
CA21101012-06,TVOC,ppm,Good,2021-12-01T1:05,31
CA21101012-06,Humidity,%,Good,2021-12-01T1:05,75
CA21101012-06,Temperature,oC,Good,2021-12-01T1:05,25
FH21101006,TVOC,ppm,Good,2021-12-01T1:10,55
FH21101005,TVOC,ppm,Good,2021-12-01T1:10,41
FH21101005,pH,pH,Good,2021-12-01T1:10,7
FH21101005,Velocity,m/s,Good,2021-12-01T1:10,0
FH21101006,Humidity,%,Good,2021-12-01T1:10,69
FH21101005,Temperature,oC,Good,2021-12-01T1:10,25
FH21101006,Velocity,m/s,Good,2021-12-01T1:10,0
FH21101005,Humidity,%,Good,2021-12-01T1:10,73
FH21101005,Light,Lux,Good,2021-12-01T1:10,501
FH21101006,Temperature,oC,Good,2021-12-01T1:10,27
FH21101007,Light,Lux,Good,2021-12-01T1:10,400
FH21101006,Light,Lux,Good,2021-12-01T1:10,325
FH21101007,Humidity,%,Good,2021-12-01T1:10,70
FH21101007,Temperature,oC,Good,2021-12-01T1:10,27
FH21101007,Velocity,m/s,Good,2021-12-01T1:10,0
FH21101007,pH,pH,Good,2021-12-01T1:10,6
FH21101008,Humidity,%,Good,2021-12-01T1:10,72
FH21101008,Temperature,oC,Good,2021-12-01T1:10,27
FH21101006,pH,pH,Good,2021-12-01T1:10,6
FH21101007,TVOC,ppm,Good,2021-12-01T1:10,60
FH21101008,pH,pH,Good,2021-12-01T1:10,7
CA21101007-01,Humidity,%,Good,2021-12-01T1:10,73
FH21101008,Light,Lux,Good,2021-12-01T1:10,319
CA21101007-01,pH,pH,Good,2021-12-01T1:10,6
FH21101008,TVOC,ppm,Good,2021-12-01T1:10,24
CA21101007-01,Temperature,oC,Good,2021-12-01T1:10,26
CA21101007-01,Velocity,m/s,Good,2021-12-01T1:10,0
CA21101007-01,Light,Lux,Good,2021-12-01T1:10,301
FH21101008,Velocity,m/s,Good,2021-12-01T1:10,0
CA21101007-01,TVOC,ppm,Good,2021-12-01T1:10,49
CA21101008-02,TVOC,ppm,Good,2021-12-01T1:10,47
CA21101009-03,Temperature,oC,Good,2021-12-01T1:10,26
CA21101008-02,Temperature,oC,Good,2021-12-01T1:10,26
CA21101009-03,TVOC,ppm,Good,2021-12-01T1:10,36
CA21101008-02,pH,pH,Good,2021-12-01T1:10,5
CA21101008-02,Humidity,%,Good,2021-12-01T1:10,73
CA21101008-02,Light,Lux,Good,2021-12-01T1:10,306
CA21101008-02,Velocity,m/s,Good,2021-12-01T1:10,1
CA21101009-03,Velocity,m/s,Good,2021-12-01T1:10,0
CA21101009-03,Humidity,%,Good,2021-12-01T1:10,74
CA21101010-04,TVOC,ppm,Good,2021-12-01T1:10,58
CA21101010-04,Humidity,%,Good,2021-12-01T1:10,73
CA21101011-05,Temperature,oC,Good,2021-12-01T1:10,25
CA21101010-04,Light,Lux,Good,2021-12-01T1:10,407
CA21101011-05,Humidity,%,Good,2021-12-01T1:10,71
CA21101010-04,pH,pH,Good,2021-12-01T1:10,7
CA21101009-03,pH,pH,Good,2021-12-01T1:10,6
CA21101010-04,Temperature,oC,Good,2021-12-01T1:10,25
CA21101009-03,Light,Lux,Good,2021-12-01T1:10,351
CA21101010-04,Velocity,m/s,Good,2021-12-01T1:10,1
CA21101011-05,TVOC,ppm,Good,2021-12-01T1:10,36
CA21101012-06,Velocity,m/s,Good,2021-12-01T1:10,1
CA21101012-06,TVOC,ppm,Good,2021-12-01T1:10,25
CA21101011-05,pH,pH,Good,2021-12-01T1:10,8
CA21101011-05,Velocity,m/s,Good,2021-12-01T1:10,1
CA21101012-06,pH,pH,Good,2021-12-01T1:10,8
CA21101012-06,Humidity,%,Good,2021-12-01T1:10,73
CA21101012-06,Temperature,oC,Good,2021-12-01T1:10,26
CA21101011-05,Light,Lux,Good,2021-12-01T1:10,553
CA21101012-06,Light,Lux,Good,2021-12-01T1:10,512
FH21101005,TVOC,ppm,Good,2021-12-01T1:15,58
FH21101006,Velocity,m/s,Good,2021-12-01T1:15,0
FH21101006,TVOC,ppm,Good,2021-12-01T1:15,59
FH21101005,pH,pH,Good,2021-12-01T1:15,8
